,Model,Train,Question ID,Correct,Source,Topic,Labels,Case Study,Test Question,Num Choices,Num Correct,APDVS,CC1
3721,gemini-2.0-flash-001,RAG_100,56.5,0,case_studies,venuous disease,None,0,0,5,1,0,1
3722,gemini-2.0-flash-001,RAG_100,10a,1,apdvs,lower extremity arterial disease, lq,1,0,4,1,1,1
3723,gemini-2.0-flash-001,RAG_100,45.1,1,case_studies,lower extremity arterial disease,None,0,0,5,1,0,1
3724,gemini-2.0-flash-001,RAG_100,404,1,apdvs,aortic disorders,None,1,0,4,1,1,1
3725,gemini-2.0-flash-001,RAG_100,420,0,case_studies,aortic disorders,None,0,0,5,3,0,0
3726,gemini-2.0-flash-001,RAG_100,52,1,racs,other,None,0,0,4,4,0,0
3727,gemini-2.0-flash-001,RAG_100,3b,1,apdvs,lower extremity arterial disease, fu,1,0,5,1,1,1
3728,gemini-2.0-flash-001,RAG_100,50.1,0,case_studies,venuous disease,None,0,1,5,1,0,1
3729,gemini-2.0-flash-001,RAG_100,43.8,1,case_studies,venuous disease,None,1,1,5,1,0,1
3730,gemini-2.0-flash-001,RAG_100,447,0,case_studies,lower extremity arterial disease,None,0,1,4,1,0,1
3731,gemini-2.0-flash-001,RAG_100,39.1,0,case_studies,venuous disease,None,1,0,7,3,0,0
3732,gemini-2.0-flash-001,RAG_100,54.1,1,case_studies,venuous disease,None,1,0,5,1,0,1
3733,gemini-2.0-flash-001,RAG_100,17.1,0,case_studies,lower extremity arterial disease,None,1,0,5,4,0,0
3734,gemini-2.0-flash-001,RAG_100,57.5,0,case_studies,venuous disease,None,0,0,3,2,0,0
3735,gemini-2.0-flash-001,RAG_100,36.5,0,case_studies,aortic disorders,None,0,1,3,2,0,0
3736,gemini-2.0-flash-001,RAG_100,50.9,0,case_studies,venuous disease,None,0,0,5,5,0,0
3737,gemini-2.0-flash-001,RAG_100,31,0,racs,other,None,0,1,4,3,0,0
3738,gemini-2.0-flash-001,RAG_100,5b,1,apdvs,lower extremity arterial disease, sq,1,0,4,1,1,1
3739,gemini-2.0-flash-001,RAG_100,50.ten,0,case_studies,venuous disease,None,0,1,5,1,0,1
3740,gemini-2.0-flash-001,RAG_100,32.1,1,case_studies,aortic disorders,None,1,0,5,1,0,1
3741,gemini-2.0-flash-001,RAG_100,54.8,1,case_studies,venuous disease,None,1,0,4,1,0,1
3742,gemini-2.0-flash-001,RAG_100,2b,1,apdvs,carotid disorders, sq,0,0,4,1,1,1
3743,gemini-2.0-flash-001,RAG_100,418,1,case_studies,aortic disorders,None,0,1,4,1,0,1
3744,gemini-2.0-flash-001,RAG_100,23,1,racs,aortic disorders,None,0,0,4,4,0,0
3745,gemini-2.0-flash-001,RAG_100,21.5,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
3746,gemini-2.0-flash-001,RAG_100,33.2,0,case_studies,venuous disease,None,0,0,5,2,0,0
3747,gemini-2.0-flash-001,RAG_100,45.4,0,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
3748,gemini-2.0-flash-001,RAG_100,414,0,case_studies,aortic disorders,None,0,1,5,1,0,1
3749,gemini-2.0-flash-001,RAG_100,41.7,1,case_studies,aortic disorders,None,1,0,3,1,0,1
3750,gemini-2.0-flash-001,RAG_100,2a,1,apdvs,carotid disorders, lq,0,0,4,1,1,1
3751,gemini-2.0-flash-001,RAG_100,24.1,0,case_studies,lower extremity arterial disease,None,0,1,5,2,0,0
3752,gemini-2.0-flash-001,RAG_100,42.3,0,case_studies,aortic disorders,None,0,0,5,1,0,1
3753,gemini-2.0-flash-001,RAG_100,28.2,0,case_studies,aortic disorders,None,0,1,5,3,0,0
3754,gemini-2.0-flash-001,RAG_100,35.5,1,case_studies,carotid disorders,None,1,0,5,1,0,1
3755,gemini-2.0-flash-001,RAG_100,46.2,1,case_studies,venuous disease,None,1,0,4,1,0,1
3756,gemini-2.0-flash-001,RAG_100,56.9,0,case_studies,venuous disease,None,1,0,5,1,0,1
3757,gemini-2.0-flash-001,RAG_100,403,1,apdvs,other,None,1,0,4,1,1,1
3758,gemini-2.0-flash-001,RAG_100,25,0,racs,venuous disease,None,0,1,4,2,0,0
3759,gemini-2.0-flash-001,RAG_100,23.1,0,case_studies,lower extremity arterial disease,None,0,0,4,4,0,0
3760,gemini-2.0-flash-001,RAG_100,45.5,0,case_studies,lower extremity arterial disease,None,0,0,5,1,0,1
3761,gemini-2.0-flash-001,RAG_100,369,0,apdvs,carotid disorders,None,1,0,5,1,1,1
3762,gemini-2.0-flash-001,RAG_100,47,0,racs,venuous disease,None,0,0,4,2,0,0
3763,gemini-2.0-flash-001,RAG_100,31.4,0,case_studies,aortic disorders,None,1,1,4,2,0,0
3764,gemini-2.0-flash-001,RAG_100,75,0,prep,other,None,1,0,4,1,0,1
3765,gemini-2.0-flash-001,RAG_100,18.3,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
3766,gemini-2.0-flash-001,RAG_100,42.1,1,case_studies,aortic disorders,None,0,0,4,1,0,1
3767,gemini-2.0-flash-001,RAG_100,379,0,apdvs,lower extremity arterial disease,None,1,0,5,1,1,1
3768,gemini-2.0-flash-001,RAG_100,59,0,racs,carotid disorders,None,0,1,4,2,0,0
3769,gemini-2.0-flash-001,RAG_100,38,0,racs,venuous disease,None,0,0,4,3,0,0
3770,gemini-2.0-flash-001,RAG_100,33.4,0,case_studies,venuous disease,None,0,1,4,2,0,0
3771,gemini-2.0-flash-001,RAG_100,46.6,1,case_studies,venuous disease,None,0,0,5,1,0,1
3772,gemini-2.0-flash-001,RAG_100,386,0,apdvs,lower extremity arterial disease,None,1,1,5,1,1,1
3773,gemini-2.0-flash-001,RAG_100,374,1,apdvs,aortic disorders,None,1,0,5,1,1,1
3774,gemini-2.0-flash-001,RAG_100,47.6,0,case_studies,venuous disease,None,1,0,4,1,0,1
3775,gemini-2.0-flash-001,RAG_100,32.3,0,case_studies,aortic disorders,None,0,0,5,1,0,1
3776,gemini-2.0-flash-001,RAG_100,11a,1,apdvs,aortic disorders, lq,1,0,5,1,1,1
3777,gemini-2.0-flash-001,RAG_100,373,1,apdvs,aortic disorders,None,1,0,5,1,1,1
3778,gemini-2.0-flash-001,RAG_100,57.2,0,case_studies,venuous disease,None,0,1,5,3,0,0
3779,gemini-2.0-flash-001,RAG_100,57.3,0,case_studies,venuous disease,None,0,0,5,3,0,0
3780,FreedomIntelligence/Apollo-0.5B,RAG_500,16.1,0,case_studies,other,None,1,0,4,1,0,1
3781,FreedomIntelligence/Apollo-0.5B,RAG_500,67,0,racs,aortic disorders,None,0,0,4,2,0,0
3782,FreedomIntelligence/Apollo-0.5B,RAG_500,390,1,apdvs,lower extremity arterial disease,None,0,0,5,1,1,1
3783,FreedomIntelligence/Apollo-0.5B,RAG_500,81,0,prep,other,None,1,0,4,1,0,1
3784,FreedomIntelligence/Apollo-0.5B,RAG_500,83,0,prep,venuous disease,None,1,0,4,1,0,1
3785,FreedomIntelligence/Apollo-0.5B,RAG_500,19.2,0,case_studies,lower extremity arterial disease,None,1,1,5,1,0,1
3786,FreedomIntelligence/Apollo-0.5B,RAG_500,32.3,0,case_studies,aortic disorders,None,0,0,5,1,0,1
3787,FreedomIntelligence/Apollo-0.5B,RAG_500,11b,0,apdvs,aortic disorders, sq,1,0,5,1,1,1
3788,FreedomIntelligence/Apollo-0.5B,RAG_500,24.1,0,case_studies,lower extremity arterial disease,None,0,1,5,2,0,0
3789,FreedomIntelligence/Apollo-0.5B,RAG_500,388,1,apdvs,lower extremity arterial disease,None,1,0,4,1,1,1
3790,FreedomIntelligence/Apollo-0.5B,RAG_500,381,0,apdvs,lower extremity arterial disease,None,1,0,5,1,1,1
3791,FreedomIntelligence/Apollo-0.5B,RAG_500,444,0,case_studies,venuous disease,None,0,1,4,3,0,0
3792,FreedomIntelligence/Apollo-0.5B,RAG_500,22,0,racs,other,None,0,0,4,3,0,0
3793,FreedomIntelligence/Apollo-0.5B,RAG_500,20.4,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
3794,FreedomIntelligence/Apollo-0.5B,RAG_500,18.2,0,case_studies,lower extremity arterial disease,None,1,1,4,2,0,0
3795,FreedomIntelligence/Apollo-0.5B,RAG_500,401,0,apdvs,endovascular surgery,None,0,1,5,1,1,1
3796,FreedomIntelligence/Apollo-0.5B,RAG_500,27.6,0,case_studies,lower extremity arterial disease,None,1,1,6,5,0,0
3797,FreedomIntelligence/Apollo-0.5B,RAG_500,43,0,racs,other,None,0,0,4,3,0,0
3798,FreedomIntelligence/Apollo-0.5B,RAG_500,33,0,racs,venuous disease,None,0,0,4,3,0,0
3799,FreedomIntelligence/Apollo-0.5B,RAG_500,17,0,racs,aortic disorders,None,0,0,4,3,0,0
3800,FreedomIntelligence/Apollo-0.5B,RAG_500,15.1,0,case_studies,lower extremity arterial disease,None,1,0,5,2,0,0
3801,FreedomIntelligence/Apollo-0.5B,RAG_500,9b,1,apdvs,venuous disease, sq,1,0,4,1,1,1
3802,FreedomIntelligence/Apollo-0.5B,RAG_500,43.ten,1,case_studies,venuous disease,None,1,0,5,1,0,1
3803,FreedomIntelligence/Apollo-0.5B,RAG_500,36,0,racs,carotid disorders,None,0,0,4,2,0,0
3804,FreedomIntelligence/Apollo-0.5B,RAG_500,19,0,racs,venuous disease,None,0,0,4,2,0,0
3805,FreedomIntelligence/Apollo-0.5B,RAG_500,27.2,0,case_studies,other,None,0,1,4,1,0,1
3806,FreedomIntelligence/Apollo-0.5B,RAG_500,41.7,0,case_studies,aortic disorders,None,1,0,3,1,0,1
3807,FreedomIntelligence/Apollo-0.5B,RAG_500,56.1,1,case_studies,venuous disease,None,1,0,5,1,0,1
3808,FreedomIntelligence/Apollo-0.5B,RAG_500,40.1,0,case_studies,venuous disease,None,1,0,5,2,0,0
3809,FreedomIntelligence/Apollo-0.5B,RAG_500,27.1,0,case_studies,lower extremity arterial disease,None,1,1,4,3,0,0
3810,FreedomIntelligence/Apollo-0.5B,RAG_500,409,0,case_studies,aortic disorders,None,0,0,4,3,0,0
3811,FreedomIntelligence/Apollo-0.5B,RAG_500,419,0,case_studies,aortic disorders,None,1,0,5,2,0,0
3812,FreedomIntelligence/Apollo-0.5B,RAG_500,18.ten,1,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
3813,FreedomIntelligence/Apollo-0.5B,RAG_500,15.5,0,case_studies,lower extremity arterial disease,None,1,0,5,2,0,0
3814,FreedomIntelligence/Apollo-0.5B,RAG_500,28.2,0,case_studies,aortic disorders,None,0,1,5,3,0,0
3815,FreedomIntelligence/Apollo-0.5B,RAG_500,20.7,0,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
3816,FreedomIntelligence/Apollo-0.5B,RAG_500,46.11,0,case_studies,venuous disease,None,0,0,5,1,0,1
3817,FreedomIntelligence/Apollo-0.5B,RAG_500,56.4,1,case_studies,venuous disease,None,1,0,5,1,0,1
3818,FreedomIntelligence/Apollo-0.5B,RAG_500,23.1,0,case_studies,lower extremity arterial disease,None,0,0,4,4,0,0
3819,FreedomIntelligence/Apollo-0.5B,RAG_500,54.8,1,case_studies,venuous disease,None,1,0,4,1,0,1
3820,FreedomIntelligence/Apollo-0.5B,RAG_500,373,1,apdvs,aortic disorders,None,1,0,5,1,1,1
3821,FreedomIntelligence/Apollo-0.5B,RAG_500,35.4,0,case_studies,carotid disorders,None,0,0,5,1,0,1
3822,FreedomIntelligence/Apollo-0.5B,RAG_500,395,0,apdvs,venuous disease,None,0,0,4,1,1,1
3823,FreedomIntelligence/Apollo-0.5B,RAG_500,48.8,0,case_studies,venuous disease,None,0,0,4,3,0,0
3824,FreedomIntelligence/Apollo-0.5B,RAG_500,399,0,apdvs,aortic disorders,None,0,0,4,1,1,1
3825,FreedomIntelligence/Apollo-0.5B,RAG_500,28.1,0,case_studies,aortic disorders,None,1,0,5,4,0,0
3826,FreedomIntelligence/Apollo-0.5B,RAG_500,50.ten,0,case_studies,venuous disease,None,0,1,5,1,0,1
3827,FreedomIntelligence/Apollo-0.5B,RAG_500,14.1,0,case_studies,aortic disorders,None,0,0,5,2,0,0
3828,FreedomIntelligence/Apollo-0.5B,RAG_500,13,0,racs,other,None,0,1,5,1,0,1
3829,FreedomIntelligence/Apollo-0.5B,RAG_500,39.1,0,case_studies,venuous disease,None,1,0,7,3,0,0
3830,FreedomIntelligence/Apollo-0.5B,RAG_500,56.8,0,case_studies,venuous disease,None,1,0,5,1,0,1
3831,FreedomIntelligence/Apollo-0.5B,RAG_500,29,0,racs,venuous disease,None,0,0,4,3,0,0
3832,FreedomIntelligence/Apollo-0.5B,RAG_500,54.1,0,case_studies,venuous disease,None,1,0,5,1,0,1
3833,FreedomIntelligence/Apollo-0.5B,RAG_500,28,0,racs,other,None,0,0,4,3,0,0
3834,FreedomIntelligence/Apollo-0.5B,RAG_500,437,0,case_studies,aortic disorders,None,1,1,4,4,0,0
3835,FreedomIntelligence/Apollo-0.5B,RAG_500,39.5,0,case_studies,venuous disease,None,1,0,5,1,0,1
3836,FreedomIntelligence/Apollo-0.5B,RAG_500,408,0,case_studies,aortic disorders,None,0,0,4,1,0,1
3837,FreedomIntelligence/Apollo-0.5B,RAG_500,25.2,0,case_studies,lower extremity arterial disease,None,0,0,7,3,0,0
3838,FreedomIntelligence/Apollo-0.5B,RAG_500,376,0,apdvs,aortic disorders,None,0,0,5,1,1,1
3839,FreedomIntelligence/Apollo-0.5B,RAG_500,43.9,0,case_studies,venuous disease,None,1,0,6,1,0,1
3840,FreedomIntelligence/Apollo-0.5B,RAG_500,398,1,apdvs,lower extremity arterial disease,None,0,0,4,1,1,1
3841,FreedomIntelligence/Apollo-0.5B,RAG_500,16,0,racs,other,None,0,0,4,4,0,0
3842,FreedomIntelligence/Apollo-0.5B,RAG_500,66,0,racs,other,None,0,0,4,3,0,0
3843,FreedomIntelligence/Apollo-0.5B,RAG_500,22.1,0,case_studies,lower extremity arterial disease,None,1,1,4,3,0,0
3844,FreedomIntelligence/Apollo-0.5B,RAG_500,26.4,0,case_studies,lower extremity arterial disease,None,0,0,5,4,0,0
3845,FreedomIntelligence/Apollo-0.5B,RAG_500,45.6,0,case_studies,lower extremity arterial disease,None,0,0,5,1,0,1
3846,FreedomIntelligence/Apollo-0.5B,RAG_500,19.3,0,case_studies,lower extremity arterial disease,None,1,0,6,1,0,1
3847,FreedomIntelligence/Apollo-0.5B,RAG_500,41,0,racs,other,None,0,0,4,2,0,0
3848,FreedomIntelligence/Apollo-0.5B,RAG_500,85,0,prep,other,None,1,0,4,1,0,1
3849,FreedomIntelligence/Apollo-0.5B,RAG_500,53.4,0,case_studies,venuous disease,None,1,1,4,1,0,1
3850,FreedomIntelligence/Apollo-0.5B,RAG_500,35,0,racs,other,None,0,0,4,2,0,0
3851,FreedomIntelligence/Apollo-0.5B,RAG_500,54.2,0,case_studies,venuous disease,None,1,1,4,2,0,0
3852,FreedomIntelligence/Apollo-0.5B,RAG_500,55.4,0,case_studies,aortic disorders,None,0,0,6,1,0,1
3853,FreedomIntelligence/Apollo-0.5B,RAG_500,40,0,racs,venuous disease,None,0,0,5,1,0,1
3854,FreedomIntelligence/Apollo-0.5B,RAG_500,16.6,0,case_studies,endovascular surgery,None,0,0,5,2,0,0
3855,FreedomIntelligence/Apollo-0.5B,RAG_500,17.3,0,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
3856,FreedomIntelligence/Apollo-0.5B,RAG_500,32.1,1,case_studies,aortic disorders,None,1,0,5,1,0,1
3857,FreedomIntelligence/Apollo-0.5B,RAG_500,50.2,0,case_studies,venuous disease,None,0,0,5,1,0,1
3858,FreedomIntelligence/Apollo-0.5B,RAG_500,9a,1,apdvs,venuous disease, lq,1,0,4,1,1,1
3859,FreedomIntelligence/Apollo-0.5B,RAG_500,38.5,0,case_studies,other,None,0,1,4,1,0,1
3860,FreedomIntelligence/Apollo-0.5B,RAG_500,44.1,0,case_studies,venuous disease,None,0,0,3,1,0,1
3861,FreedomIntelligence/Apollo-0.5B,RAG_500,38.3,0,case_studies,other,None,0,0,5,3,0,0
3862,FreedomIntelligence/Apollo-0.5B,RAG_500,50.5,0,case_studies,venuous disease,None,0,1,5,1,0,1
3863,FreedomIntelligence/Apollo-0.5B,RAG_500,42.4,0,case_studies,aortic disorders,None,0,1,5,1,0,1
3864,FreedomIntelligence/Apollo-0.5B,RAG_500,39.4,0,case_studies,venuous disease,None,1,0,5,1,0,1
3865,FreedomIntelligence/Apollo-0.5B,RAG_500,21.3,0,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
3866,FreedomIntelligence/Apollo-0.5B,RAG_500,38.1,0,case_studies,other,None,0,0,5,1,0,1
3867,FreedomIntelligence/Apollo-0.5B,RAG_500,441,0,case_studies,endovascular surgery,None,0,0,4,2,0,0
3868,FreedomIntelligence/Apollo-0.5B,RAG_500,70,0,abvm,lower extremity arterial disease,None,0,0,4,1,0,1
3869,FreedomIntelligence/Apollo-0.5B,RAG_500,23.3,1,case_studies,lower extremity arterial disease,None,1,0,7,1,0,1
3870,FreedomIntelligence/Apollo-0.5B,RAG_500,42.2,0,case_studies,aortic disorders,None,0,0,4,1,0,1
3871,FreedomIntelligence/Apollo-0.5B,RAG_500,46.5,1,case_studies,venuous disease,None,1,0,5,1,0,1
3872,FreedomIntelligence/Apollo-0.5B,RAG_500,28.4,0,case_studies,aortic disorders,None,1,0,4,1,0,1
3873,FreedomIntelligence/Apollo-0.5B,RAG_500,59,0,racs,carotid disorders,None,0,1,4,2,0,0
3874,FreedomIntelligence/Apollo-0.5B,RAG_500,57.2,0,case_studies,venuous disease,None,0,1,5,3,0,0
3875,FreedomIntelligence/Apollo-0.5B,RAG_500,448,0,case_studies,lower extremity arterial disease,None,0,0,3,1,0,1
3876,FreedomIntelligence/Apollo-0.5B,RAG_500,22.5,0,case_studies,lower extremity arterial disease,None,0,0,3,1,0,1
3877,FreedomIntelligence/Apollo-0.5B,RAG_500,427,0,case_studies,lower extremity arterial disease,None,0,0,4,4,0,0
3878,FreedomIntelligence/Apollo-0.5B,RAG_500,43.6,0,case_studies,venuous disease,None,1,0,5,1,0,1
3879,FreedomIntelligence/Apollo-0.5B,RAG_500,45.2,0,case_studies,lower extremity arterial disease,None,1,0,6,1,0,1
3880,FreedomIntelligence/Apollo-0.5B,RAG_500,45.8,0,case_studies,lower extremity arterial disease,None,0,0,5,1,0,1
3881,FreedomIntelligence/Apollo-0.5B,RAG_500,26.1,0,case_studies,aortic disorders,None,1,0,6,1,0,1
3882,FreedomIntelligence/Apollo-0.5B,RAG_500,17.4,0,case_studies,lower extremity arterial disease,None,1,0,8,1,0,1
3883,FreedomIntelligence/Apollo-0.5B,RAG_500,18.1,0,case_studies,lower extremity arterial disease,None,1,0,5,4,0,0
3884,FreedomIntelligence/Apollo-0.5B,RAG_500,20.6,0,case_studies,endovascular surgery,None,1,0,5,1,0,1
3885,FreedomIntelligence/Apollo-0.5B,RAG_500,3c,0,apdvs,lower extremity arterial disease, fu,1,0,5,1,1,1
3886,FreedomIntelligence/Apollo-0.5B,RAG_500,21.5,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
3887,FreedomIntelligence/Apollo-0.5B,RAG_500,38.4,0,case_studies,other,None,0,0,8,7,0,0
3888,FreedomIntelligence/Apollo-0.5B,RAG_500,37.2,0,case_studies,aortic disorders,None,1,1,4,1,0,1
3889,FreedomIntelligence/Apollo-0.5B,RAG_500,44,0,racs,lower extremity arterial disease,None,0,0,4,2,0,0
3890,FreedomIntelligence/Apollo-0.5B,RAG_500,403,0,apdvs,other,None,1,0,4,1,1,1
3891,FreedomIntelligence/Apollo-0.5B,RAG_500,446,1,case_studies,aortic disorders,None,1,0,4,1,0,1
3892,FreedomIntelligence/Apollo-0.5B,RAG_500,32,0,racs,aortic disorders,None,0,0,4,2,0,0
3893,FreedomIntelligence/Apollo-0.5B,RAG_500,80,0,prep,other,None,1,0,4,1,0,1
3894,FreedomIntelligence/Apollo-0.5B,RAG_500,52,0,racs,other,None,0,0,4,4,0,0
3895,FreedomIntelligence/Apollo-0.5B,RAG_500,420,0,case_studies,aortic disorders,None,0,0,5,3,0,0
3896,FreedomIntelligence/Apollo-0.5B,RAG_500,18.7,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
3897,FreedomIntelligence/Apollo-0.5B,RAG_500,23,0,racs,aortic disorders,None,0,0,4,4,0,0
3898,FreedomIntelligence/Apollo-0.5B,RAG_500,1a,1,apdvs,carotid disorders, lq,1,0,5,1,1,1
3899,FreedomIntelligence/Apollo-0.5B,RAG_500,383,1,apdvs,lower extremity arterial disease,None,1,0,4,1,1,1
3900,FreedomIntelligence/Apollo-0.5B,RAG_500,50.6,0,case_studies,carotid disorders,None,0,0,5,1,0,1
3901,FreedomIntelligence/Apollo-0.5B,RAG_500,37.3,1,case_studies,aortic disorders,None,1,1,4,1,0,1
3902,FreedomIntelligence/Apollo-0.5B,RAG_500,56.6,0,case_studies,venuous disease,None,1,0,5,1,0,1
3903,FreedomIntelligence/Apollo-0.5B,RAG_500,6b,0,apdvs,lower extremity arterial disease, sq,1,1,5,1,1,1
3904,FreedomIntelligence/Apollo-0.5B,RAG_500,15.2,0,case_studies,lower extremity arterial disease,None,0,0,5,2,0,0
3905,FreedomIntelligence/Apollo-0.5B,RAG_500,449,0,case_studies,aortic disorders,None,1,0,6,3,0,0
3906,FreedomIntelligence/Apollo-0.5B,RAG_500,21.1,0,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
3907,FreedomIntelligence/Apollo-0.5B,RAG_500,8a,1,apdvs,venuous disease, lq,1,0,4,1,1,1
3908,FreedomIntelligence/Apollo-0.5B,RAG_500,46.2,1,case_studies,venuous disease,None,1,0,4,1,0,1
3909,FreedomIntelligence/Apollo-0.5B,RAG_500,10a,0,apdvs,lower extremity arterial disease, lq,1,0,4,1,1,1
3910,FreedomIntelligence/Apollo-0.5B,RAG_500,34.3,0,case_studies,carotid disorders,None,1,0,4,1,0,1
3911,FreedomIntelligence/Apollo-0.5B,RAG_500,24.5,0,case_studies,lower extremity arterial disease,None,0,0,5,3,0,0
3912,FreedomIntelligence/Apollo-0.5B,RAG_500,42.1,0,case_studies,aortic disorders,None,0,0,4,1,0,1
3913,FreedomIntelligence/Apollo-0.5B,RAG_500,61,0,racs,aortic disorders,None,0,0,4,2,0,0
3914,FreedomIntelligence/Apollo-0.5B,RAG_500,391,1,apdvs,venuous disease,None,1,0,4,1,1,1
3915,FreedomIntelligence/Apollo-0.5B,RAG_500,29.2,0,case_studies,carotid disorders,None,0,0,5,2,0,0
3916,FreedomIntelligence/Apollo-0.5B,RAG_500,14.4,0,case_studies,lower extremity arterial disease,None,0,0,4,1,0,1
3917,FreedomIntelligence/Apollo-0.5B,RAG_500,396,0,apdvs,carotid disorders,None,1,0,4,1,1,1
3918,FreedomIntelligence/Apollo-0.5B,RAG_500,422,0,case_studies,aortic disorders,None,0,0,4,4,0,0
3919,FreedomIntelligence/Apollo-0.5B,RAG_500,34,0,racs,other,None,0,1,4,2,0,0
3920,FreedomIntelligence/Apollo-0.5B,RAG_500,55,0,racs,venuous disease,None,0,0,4,2,0,0
3921,FreedomIntelligence/Apollo-0.5B,RAG_500,38.7,0,case_studies,other,None,0,0,11,1,0,1
3922,FreedomIntelligence/Apollo-0.5B,RAG_500,57.3,0,case_studies,venuous disease,None,0,0,5,3,0,0
3923,FreedomIntelligence/Apollo-0.5B,RAG_500,30.3,0,case_studies,endovascular surgery,None,0,0,5,1,0,1
3924,FreedomIntelligence/Apollo-0.5B,RAG_500,33.5,1,case_studies,other,None,0,0,4,1,0,1
3925,FreedomIntelligence/Apollo-0.5B,RAG_500,34.1,0,case_studies,carotid disorders,None,1,0,5,1,0,1
3926,FreedomIntelligence/Apollo-0.5B,RAG_500,75,0,prep,other,None,1,0,4,1,0,1
3927,FreedomIntelligence/Apollo-0.5B,RAG_500,50.3,0,case_studies,venuous disease,None,1,0,5,1,0,1
3928,FreedomIntelligence/Apollo-0.5B,RAG_500,15.8,0,case_studies,lower extremity arterial disease,None,1,0,5,1,0,1
3929,FreedomIntelligence/Apollo-0.5B,RAG_500,41.8,0,case_studies,aortic disorders,None,1,1,4,1,0,1
3930,FreedomIntelligence/Apollo-0.5B,RAG_500,45,0,racs,aortic disorders,None,0,0,4,3,0,0
3931,FreedomIntelligence/Apollo-0.5B,RAG_500,18.5,0,case_studies,lower extremity arterial disease,None,1,0,5,2,0,0
3932,FreedomIntelligence/Apollo-0.5B,RAG_500,17.2,0,case_studies,lower extremity arterial disease,None,1,0,6,1,0,1
3933,FreedomIntelligence/Apollo-0.5B,RAG_500,18.8,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
3934,FreedomIntelligence/Apollo-0.5B,RAG_500,33.4,0,case_studies,venuous disease,None,0,1,4,2,0,0
3935,FreedomIntelligence/Apollo-0.5B,RAG_500,37.4,0,case_studies,aortic disorders,None,0,0,5,4,0,0
3936,FreedomIntelligence/Apollo-0.5B,RAG_500,40.3,1,case_studies,venuous disease,None,1,0,5,1,0,1
3937,FreedomIntelligence/Apollo-0.5B,RAG_500,439,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
3938,FreedomIntelligence/Apollo-0.5B,RAG_500,3b,0,apdvs,lower extremity arterial disease, fu,1,0,5,1,1,1
3939,FreedomIntelligence/Apollo-0.5B,RAG_500,49.6,0,case_studies,venuous disease,None,0,0,4,3,0,0
3940,FreedomIntelligence/Apollo-0.5B,RAG_500,52.6,0,case_studies,venuous disease,None,1,0,4,2,0,0
3941,FreedomIntelligence/Apollo-0.5B,RAG_500,27.4,0,case_studies,lower extremity arterial disease,None,0,1,4,3,0,0
3942,FreedomIntelligence/Apollo-0.5B,RAG_500,411,0,case_studies,aortic disorders,None,0,0,4,2,0,0
3943,FreedomIntelligence/Apollo-0.5B,RAG_500,37.1,0,case_studies,aortic disorders,None,1,0,5,1,0,1
3944,FreedomIntelligence/Apollo-0.5B,RAG_500,54,0,racs,other,None,0,0,4,3,0,0
3945,FreedomIntelligence/Apollo-0.5B,RAG_500,34.5,0,case_studies,carotid disorders,None,1,1,2,1,0,1
3946,FreedomIntelligence/Apollo-0.5B,RAG_500,51.2,0,case_studies,venuous disease,None,0,1,5,1,0,1
3947,FreedomIntelligence/Apollo-0.5B,RAG_500,26.3,0,case_studies,aortic disorders,None,0,0,5,3,0,0
3948,FreedomIntelligence/Apollo-0.5B,RAG_500,48.5,0,case_studies,venuous disease,None,0,0,4,2,0,0
3949,FreedomIntelligence/Apollo-0.5B,RAG_500,39.2,0,case_studies,venuous disease,None,0,1,5,5,0,0
3950,FreedomIntelligence/Apollo-0.5B,RAG_500,54.ten,0,case_studies,venuous disease,None,1,0,4,1,0,1
3951,FreedomIntelligence/Apollo-0.5B,RAG_500,49.2,0,case_studies,venuous disease,None,0,0,4,1,0,1
3952,FreedomIntelligence/Apollo-0.5B,RAG_500,78,0,prep,venuous disease,None,1,1,4,1,0,1
3953,FreedomIntelligence/Apollo-0.5B,RAG_500,58,0,racs,venuous disease,None,0,0,4,4,0,0
3954,FreedomIntelligence/Apollo-0.5B,RAG_500,54.7,1,case_studies,venuous disease,None,1,1,3,1,0,1
3955,FreedomIntelligence/Apollo-0.5B,RAG_500,40.4,0,case_studies,other,None,0,0,5,4,0,0
3956,FreedomIntelligence/Apollo-0.5B,RAG_500,404,1,apdvs,aortic disorders,None,1,0,4,1,1,1
3957,FreedomIntelligence/Apollo-0.5B,RAG_500,432,0,case_studies,aortic disorders,None,0,0,5,4,0,0
3958,FreedomIntelligence/Apollo-0.5B,RAG_500,16.8,0,case_studies,aortic disorders,None,0,0,6,6,0,0
