question_id,source,labels,topic,question,answer,explanation
31.4,case_studies,cs,aortic disorders,"A 15-year-old boy with neurofibromatosis-1 (NF-1) was recognized to have
severe hypertension when being screened for a school athletic team. His blood
pressure was 225/110 mmHg. His only complaint was lower extremity fatigue
with modest physical activity. A continuous systolic bruit that did not vary
with respiration was noted in his epigastrium. There was a femoral-radial
artery pulse delay. He had palpable pedal pulses, with good capillary fill in his
toes. The left border of cardiac dullness was 8 cm to the left of the mid-sternal
line with a sustained apical impulse. There were no cardiac murmurs. An elec-
trocardiogram documented mild left ventricular hypertrophy. His chest film
revealed a slightly enlarged heart. There was no rib-notching to suggest col-
lateral vessels due to a thoracic aortic coarctation. His basic blood chemistries
and urinalysis were normal. Prior to his referral to our hospital he had under-
gone an attempted percutaneous transluminal angioplasty (PTA) of the right
renal artery. Failure of the renal PTA and refractory hypertension led to his
admission for further study and therapy.

Conventional aortography was chosen to best define his vascular anatomy because of its
greater definition of small arteries. It documented an abdominal aortic narrowing begin-
ning at the CA level and extending below the renal arteries, as well as ostial narrowings of
both renal arteries, the celiac artery (CA) and superior mesenteric artery (SMA).
Deep abdominal ultrasonography prior to his referral had documented abnormal
mid-abdominal aortic, bilateral renal artery, CA, and SMA velocities, all of which
exceeded 300 cm/s, compared to a 125 cm/s velocity in the infrarenal aorta. The anatomic detail of the splanchnic and renal circulation revealed by ultrasonography
was limited. Similarly, an MRA obtained before the failed PTA did not clearly
delineate the suspected anatomic extent of his aortic branch narrowings.

The left renal artery and SMA distal to their proximal stenotic segments were
transected, spatulated, and reimplanted onto the adjacent infrarenal aorta. The right
renal artery was reconstructed with an iliorenal bypass.

How would you treat the renal and splanchnic arterial disease? select all that apply
A. At the same time the aortic coarctation is being repaired?
B. At a different time than the aortic repair?
C. With anti-inflammatory agents (immunosuppressants)?
D. With anti-thrombotic agents (ASA, clopidogrel)?","A, B",
31.5,case_studies,gk,aortic disorders,"What are appropriate follow-up studies after the aortic coarctation repair? Select all that apply
A. Ultrasonography and exercise ankle brachial indices
B. CTA
C. MRA
D. Conventional catheter-based arteriography","A, B, C, D",
32.1,case_studies,cs,aortic disorders,"A 56-year-old male visited an emergency department with sudden onset
severe abdominal pain. Abdominal pain developed 4 days prior and he had
been hospitalized at another hospital. The abdominal pain was severe (numeric
rating scale, 8/10), and included steady epigastric pain that had lasted for 5 h
before pain killer administration at the hospital. Thereafter he suffered from
epigastric discomfort, in particular after meals. He was a social drinker and
quit smoking 4 years prior after 30 years of cigarette smoking. There was no
recent history of peptic ulcer symptoms, heavy alcohol drinking, blunt
abdominal trauma, arrhythmia or past history of abdominal surgery, or aortic
angiography. Vital signs at the time of initial presentation were blood pressure (BP) of
135/93 mmHg (not on antihypertensive medication), pulse rate (PR) of 73/
min, respiratory rate (RR) of 20/min, and body temperature (BT) of
38.1 °C. On physical examination, there was no evidence of jaundice and the
abdomen was soft and not distended but with mild tenderness at the epigas-
trium. Blood test showed no abnormalities in cardiac enzymes, serum biliru-
bin, amylase, lipase, and serum electrolytes except leukocytosis (WBC,
15,520/μL, segmented neutrophil 83%) and increased C-reactive protein
(CRP) levels (18.48 mg/dL). Urinalysis, chest x-ray, and echocardiogram
were unremarkable. Plane abdominal x-ray was unremarkable
except mild, segmental dilatation of the small bowel.

What other diagnostic modality would you recommend to help make a diagnosis for
this patient?
A. Gastric endoscopy.
B. Colonoscopy.
C. Contrast-enhanced abdominal CT.
D. Hepatobiliary ultrasonography.
E. Catheter aortography.",C,
32.2,case_studies,gk,aortic disorders,"What condition do you suspect as the most likely cause of the long segmental narrowing and occlusion of the SMA?

A. SMA embolism.
B. SMA thrombosis.
C. SMA dissection.
D. SMA spastic narrowing.
E. Vasculitis involving SMA.",C,
32.3,case_studies,gk,aortic disorders,"Which one is NOT correct regarding clinical features of SMA dissection?
A. Most common clinical features is sudden onset of severe abdominal pain.
B. Symptom may be subtle.
C. Abdominal pain usually subsides after fasting for a few days.
D. More prevalent in female patients.
E. Though the risk of bowel gangrene is very low, abdominal pain may persist a week or longer.",D,
32.4,case_studies,gk,aortic disorders,"What is the most likely underlying cause of spontaneous SMA dissection?
A. Hypertension.
B. Smoking.
C. Hyperlipidemia.
D. Connective tissue disease.
E. Unknown but anatomy of SMA may attribute to the development of spontaneous SMA dissection.",E,
32.5,case_studies,gk,aortic disorders,"Which one is correct regarding an optimal management of spontaneous SMA dissection?

A. Most of SISMAD patients eventually require SMA intervention.
B. Open surgical treatment is better than endovascular treatment in terms of outcome.
C. In most cases, explorative laparotomy is recommended to confirm bowel gangrene.
D. Most patients with SISMAD can be conservatively managed while SMA intervention is considered only for selected patients.
E. Antithrombotic therapy including anticoagulant or antiplatelet therapy is required for all SISMAD patients.",D,
32.6,case_studies,gk,aortic disorders,"How often does the abdominal symptom recur following pain resolution by conservative treatment for symptomatic patients with spontaneous SMA dissection?

A. Almost all.
B. 70-80%.
C. 30-40%.
D. 20%.
E. Less than 10%.",D,
32.7,case_studies,gk,aortic disorders,"Following are indications for primary interventional treatment for symptomatic
SISMAD. Which one is NOT correct?
A. Prolonged unrelieved abdominal pain.
B. Symptomatic patients with short life expectancy due to coexisting disease.
C. Clinical features of bowel ischemia.
D. SMA dissection with SMA occlusion (type III SISMAD).
E. Contraindication to anticoagulation.",D,
32.8,case_studies,gk,aortic disorders,"Which one is NOT correct among following descriptions regarding the late result of
conservative treatment for patients with SISMAD?

A. Bowel gangrene is rare even in patients with SMA occlusion.
B. Late onset abdominal symptoms may be caused by ischemic bowel stricture.
C. Aneurysmal change is a common complication in SISMAD patient.
D. Complete remodeling of SMA can occur in about 1/4 of SISMAD patients.
E. SMA remodeling can occur in patients with SMA occlusion.",C,
33.1,case_studies,cs,venuous disease,"A 37-year-old woman with a history of hepatitis C, cirrhosis, and esophageal
varices presented with hematemesis and melena. The patient had a history of
a prior esophageal variceal bleeding episode 7 years ago, which required
transfusion of four units of packed red blood cells (PRBC) and had been
treated with endoscopic sclerotherapy. She was placed on nadolol at that time.

If the patient had been found to have varices before any bleeding episode, she would
benefit from which of the following?
A. Endoscopic treatment: sclerotherapy or band ligation.
B. Transjugular intrahepatic portal systemic shunt (TIPS).
C. Non-cardioselective beta-blocker.
D. A surgical shunt.",C,
33.2,case_studies,gk,venuous disease,"An episode of acute variceal bleeding usually requires which of the following? Select all that apply
A. ICU admission with hemodynamic monitoring, blood, blood products, and fluid resuscitation.
B. An emergency portacaval shunt.
C. A transjugular intrahepatic portal systemic shunt.
D. Endoscopic therapy with sclerosis and/or band ligation.
E. Pharmacologic therapy.","A, D",
33.3,case_studies,gk,lower extremity arterial disease,"Which of the following studies are important in evaluation and management decisions?
A. Calculation of Child 's score.
B. Calculation of MELD score.
C. Endoscopy.
D. Doppler ultrasound.
E. Angiography.","A, B, C, D, E",
33.4,case_studies,gk,venuous disease,"Which of the following statements are accurate in prevention of recurrent variceal
bleeding? Select all that apply
A. All patients require portal decompression.
B. First-line treatment is with endoscopic band ligation and a beta-blocker.
C. Variceal decompression can only be achieved with a surgical shunt.
D. Liver transplant is good treatment for variceal bleeding in patients with end-stage liver disease.","B, D",
33.5,case_studies,gk,other,"Decompression of gastroesophageal varices does which of the following?

A. Can be achieved equally well with surgical shunt or TIPS.
B. Should only be used for patients who have failed endoscopic and pharmacologic therapy for bleeding varices.
C. Improves survival in patients with bleeding varices when compared to endoscopic therapy.
D. Is best achieved by liver transplant for all patients with variceal bleeding.",B,
34.1,case_studies,cs,carotid disorders,"A 72-year-old white male was referred for evaluation and management fol-
lowing the finding of an asymptomatic carotid bruit, picked up on routine
physical examination by his primary-care physician. The patient was asymp-
tomatic with respect to ocular or hemispheric ischaemic events. His risk fac-
tors included a 30-year history of smoking one pack of cigarettes a day, which
he quit a year ago. He had hypertension that was controlled well by two drugs.
He had no history of coronary artery disease, diabetes mellitus, or symptoms
of peripheral vascular disease. On physical examination, his temporal pulses
were equal. His carotid pulses were full and equal, but there was a loud bruit
over the right carotid bifurcation. His femoral, popliteal, dorsalis paedis and
posterior tibial pulses were normally palpable bilaterally.

What should the next step in this patient 's evaluation be?
A. Counseling with respect to the nature of carotid territory ischaemic attacks
B. Start the patient on an antiplatelet drug, such as aspirin, and a statin
C. Counsel the patient with respect to the importance of refraining from cigarette smoking and careful control of blood pressure
D. Obtain bilateral carotid duplex scanning
E. All of the above",D,
34.2,case_studies,cs,lower extremity arterial disease,"A 72-year-old white male was referred for evaluation and management fol-
lowing the finding of an asymptomatic carotid bruit, picked up on routine
physical examination by his primary-care physician. The patient was asymp-
tomatic with respect to ocular or hemispheric ischaemic events. His risk fac-
tors included a 30-year history of smoking one pack of cigarettes a day, which
he quit a year ago. He had hypertension that was controlled well by two drugs.
He had no history of coronary artery disease, diabetes mellitus, or symptoms
of peripheral vascular disease. On physical examination, his temporal pulses
were equal. His carotid pulses were full and equal, but there was a loud bruit
over the right carotid bifurcation. His femoral, popliteal, dorsalis paedis and
posterior tibial pulses were normally palpable bilaterally.

The patient underwent a bilateral carotid duplex scan. The scan demon-
strated a category 60-79% right carotid bulb stenosis. The plaque characteristic was
one of mixed consistency, a mildly irregular surface, and minimal calcification. The
left carotid bulb showed a category 20-59% stenosis. Both vertebral arteries were
imaged with normal antegrade flow velocities.

What would be appropriate management for this patient?
A. Elective carotid endarterectomy
B. Full Coumadin anticoagulation
C. Aspirin antiplatelet management, a statin, and risk factor control

",C,
34.3,case_studies,cs,carotid disorders,"A 72-year-old white male was referred for evaluation and management fol-
lowing the finding of an asymptomatic carotid bruit, picked up on routine
physical examination by his primary-care physician. The patient was asymp-
tomatic with respect to ocular or hemispheric ischaemic events. His risk fac-
tors included a 30-year history of smoking one pack of cigarettes a day, which
he quit a year ago. He had hypertension that was controlled well by two drugs.
He had no history of coronary artery disease, diabetes mellitus, or symptoms
of peripheral vascular disease. On physical examination, his temporal pulses
were equal. His carotid pulses were full and equal, but there was a loud bruit
over the right carotid bifurcation. His femoral, popliteal, dorsalis paedis and
posterior tibial pulses were normally palpable bilaterally.

The patient underwent a bilateral carotid duplex scan. The scan demon-
strated a category 60-79% right carotid bulb stenosis. The plaque characteristic was
one of mixed consistency, a mildly irregular surface, and minimal calcification. The
left carotid bulb showed a category 20-59% stenosis. Both vertebral arteries were
imaged with normal antegrade flow velocities.


The patient was placed on aspirin antiplatelet therapy, begun on a statin,
counseled regarding the importance of good blood pressure control including the
use of a beta blocker or ACE inhibitor, and given an appointment for a return visit
in 6 months time for a repeat carotid duplex scan to see whether there was any evi-
dence of progression. The patient was also counseled regarding the importance of
calling the vascular service should he develop ocular or hemispheric transient isch-
aemic attacks within the 6-month interval before his return appointment.
The patient did quite well for the next 4 months; then one afternoon, he noted the
onset of an episode of numbness and weakness of his left hand. The hand was not
totally paralyzed, but it was clearly numb, weak and uncoordinated. This cleared
completely within a period of 10 min. The patient thought that this might have been
related to his arm position and chose to do nothing further until the next day, when
the same event occurred. At this point, he called his physician and was advised to
return immediately. An emergent carotid duplex scan was ordered. The scan now
showed progression to a category 80-99% stenosis with plaque once again of mixed
consistency.

What is the best management for this patient?
A. Clopidogrel antiplatelet therapy
B. Full Coumadin anticoagulation
C. Schedule elective carotid endarterectomy 1 month from now
D. Urgent right carotid endarterectomy",D,
34.4,case_studies,cs,carotid disorders,"A 72-year-old white male was referred for evaluation and management fol-
lowing the finding of an asymptomatic carotid bruit, picked up on routine
physical examination by his primary-care physician. The patient was asymp-
tomatic with respect to ocular or hemispheric ischaemic events. His risk fac-
tors included a 30-year history of smoking one pack of cigarettes a day, which
he quit a year ago. He had hypertension that was controlled well by two drugs.
He had no history of coronary artery disease, diabetes mellitus, or symptoms
of peripheral vascular disease. On physical examination, his temporal pulses
were equal. His carotid pulses were full and equal, but there was a loud bruit
over the right carotid bifurcation. His femoral, popliteal, dorsalis paedis and
posterior tibial pulses were normally palpable bilaterally.

The patient underwent a bilateral carotid duplex scan. The scan demon-
strated a category 60-79% right carotid bulb stenosis. The plaque characteristic was
one of mixed consistency, a mildly irregular surface, and minimal calcification. The
left carotid bulb showed a category 20-59% stenosis. Both vertebral arteries were
imaged with normal antegrade flow velocities.


The patient was placed on aspirin antiplatelet therapy, begun on a statin,
counseled regarding the importance of good blood pressure control including the
use of a beta blocker or ACE inhibitor, and given an appointment for a return visit
in 6 months time for a repeat carotid duplex scan to see whether there was any evi-
dence of progression. The patient was also counseled regarding the importance of
calling the vascular service should he develop ocular or hemispheric transient isch-
aemic attacks within the 6-month interval before his return appointment.
The patient did quite well for the next 4 months; then one afternoon, he noted the
onset of an episode of numbness and weakness of his left hand. The hand was not
totally paralyzed, but it was clearly numb, weak and uncoordinated. This cleared
completely within a period of 10 min. The patient thought that this might have been
related to his arm position and chose to do nothing further until the next day, when
the same event occurred. At this point, he called his physician and was advised to
return immediately. An emergent carotid duplex scan was ordered. The scan now
showed progression to a category 80-99% stenosis with plaque once again of mixed
consistency.

The patient now had two clear indications for proceeding with carotid endarter-
ectomy: the onset of symptoms in the territory of the carotid lesion, and progression
of the lesion to an 80-99% stenosis. Two additional decisions also had to be consid-
ered: the timing of operation and whether brain imaging was indicated. In view of
the fact that the patient had an appropriate carotid artery lesion, and the symptoms
were typical for hemispheric transient ischaemic events in the distribution of the
carotid lesion, information gained from brain imaging such as computed tomogra-
phy (CT) or magnetic resonance imaging (MRI) would be of limited value.
Therefore, the cost/benefit ratio for brain imaging was clearly unfavorable. The
timing of carotid endarterectomy was urgent. The patient had a new onset of tran-
sient ischaemic attacks and evidence of plaque progression. Therefore, the patient
was now at highest risk of a hemispheric stroke. The optimum management for this
patient would be emergent admission to the hospital and rapid evaluation for opera-
tion, including the patient 's cardiac status. While this was taking place, it
would be appropriate to start the patient on intravenous heparin anticoagulation.
Once cleared from a cardiac standpoint, plans should be made to proceed with oper-
ation either that day or the next morning.

The patient was admitted as an emergency to the hospital and started on intrave-
nous heparin with a loading dose of 5000 units and a continuing dose of 1000 units/h.
He was seen in cardiology consultation, an electrocardiogram (ECG) was obtained
and a stress-echo study was performed. In the absence of any symptoms of coronary
disease, a relatively normal ECG, and a stress-echo study showing a 55% ejection
fraction, the patient was cleared for operation.

What should the next step in this patient 's management be?
A. Aortic arch angiogram with selected carotid arteriograms
B. Magnetic resonance angiogram (MRA)
C. CT angiogram
D. Proceed with operation on the basis of a duplex scan of diagnostic quality in an accredited laboratory",D,
34.5,case_studies,cs,carotid disorders,"A 72-year-old white male was referred for evaluation and management fol-
lowing the finding of an asymptomatic carotid bruit, picked up on routine
physical examination by his primary-care physician. The patient was asymp-
tomatic with respect to ocular or hemispheric ischaemic events. His risk fac-
tors included a 30-year history of smoking one pack of cigarettes a day, which
he quit a year ago. He had hypertension that was controlled well by two drugs.
He had no history of coronary artery disease, diabetes mellitus, or symptoms
of peripheral vascular disease. On physical examination, his temporal pulses
were equal. His carotid pulses were full and equal, but there was a loud bruit
over the right carotid bifurcation. His femoral, popliteal, dorsalis paedis and
posterior tibial pulses were normally palpable bilaterally.

The patient underwent a bilateral carotid duplex scan. The scan demon-
strated a category 60-79% right carotid bulb stenosis. The plaque characteristic was
one of mixed consistency, a mildly irregular surface, and minimal calcification. The
left carotid bulb showed a category 20-59% stenosis. Both vertebral arteries were
imaged with normal antegrade flow velocities.


The patient was placed on aspirin antiplatelet therapy, begun on a statin,
counseled regarding the importance of good blood pressure control including the
use of a beta blocker or ACE inhibitor, and given an appointment for a return visit
in 6 months time for a repeat carotid duplex scan to see whether there was any evi-
dence of progression. The patient was also counseled regarding the importance of
calling the vascular service should he develop ocular or hemispheric transient isch-
aemic attacks within the 6-month interval before his return appointment.
The patient did quite well for the next 4 months; then one afternoon, he noted the
onset of an episode of numbness and weakness of his left hand. The hand was not
totally paralyzed, but it was clearly numb, weak and uncoordinated. This cleared
completely within a period of 10 min. The patient thought that this might have been
related to his arm position and chose to do nothing further until the next day, when
the same event occurred. At this point, he called his physician and was advised to
return immediately. An emergent carotid duplex scan was ordered. The scan now
showed progression to a category 80-99% stenosis with plaque once again of mixed
consistency.

The patient now had two clear indications for proceeding with carotid endarter-
ectomy: the onset of symptoms in the territory of the carotid lesion, and progression
of the lesion to an 80-99% stenosis. Two additional decisions also had to be consid-
ered: the timing of operation and whether brain imaging was indicated. In view of
the fact that the patient had an appropriate carotid artery lesion, and the symptoms
were typical for hemispheric transient ischaemic events in the distribution of the
carotid lesion, information gained from brain imaging such as computed tomogra-
phy (CT) or magnetic resonance imaging (MRI) would be of limited value.
Therefore, the cost/benefit ratio for brain imaging was clearly unfavorable. The
timing of carotid endarterectomy was urgent. The patient had a new onset of tran-
sient ischaemic attacks and evidence of plaque progression. Therefore, the patient
was now at highest risk of a hemispheric stroke. The optimum management for this
patient would be emergent admission to the hospital and rapid evaluation for opera-
tion, including the patient 's cardiac status. While this was taking place, it
would be appropriate to start the patient on intravenous heparin anticoagulation.
Once cleared from a cardiac standpoint, plans should be made to proceed with oper-
ation either that day or the next morning.

The patient was admitted as an emergency to the hospital and started on intrave-
nous heparin with a loading dose of 5000 units and a continuing dose of 1000 units/h.
He was seen in cardiology consultation, an electrocardiogram (ECG) was obtained
and a stress-echo study was performed. In the absence of any symptoms of coronary
disease, a relatively normal ECG, and a stress-echo study showing a 55% ejection
fraction, the patient was cleared for operation.

The patient was taken to the operating room the next morning. Before this, EEG
electrodes were placed for intraoperative monitoring. An arterial line was placed for
blood pressure monitoring, and general anaesthesia was administered. A vertical
incision along the anterior border of the sternomastoid muscle was made. The facial
vein was divided, and the common carotid, carotid bifurcation, internal and external
carotid arteries were fully mobilized. There was a posterior plaque present in the
common carotid artery, which was nonocclusive. The major plaque build-up was in
the bulb of the internal carotid artery, which went a short distance beyond the bulb
into the internal carotid artery distally. Beyond this point, the vessel was circumfer-
entially soft. The distal internal carotid artery was somewhat collapsed, and no dis-
tal pulse was noted. Since the patient had experienced only transient symptoms and
not a completed stroke, it was our plan to use an internal shunt only if there were
electroencephalogram (EEG) changes with trial clamping. A bolus of 5000 units of
heparin was administered, and the internal, external and common carotid arteries
were clamped. The EEG was observed: there were no changes. The amplitude and
frequency of the EEG wave form were maintained. A longitudinal arteriotomy was
made in the common carotid artery and extended through a very tight carotid steno-
sis. The plaque within the carotid bulb showed evidence of recent intraplaque haem-
orrhage. As we passed through the plaque, we emerged into an unencumbered
internal carotid artery distally. A bifurcation endarterectomy was then performed
with clean endpoints in the internal, external and common carotid arteries. The
intimectomised surface was then irrigated with heparinised saline, and small bits of
medial debris were removed carefully. The intimal endpoint was adherent to the
media. Once we were satisfied that there was no evidence of intimal flap and all of
the loose bits of medial debris were removed, attention was turned to closure.

Closure of the arteriotomy should be:
A. A primary, carefully placed closure with 6-0 prolene
B. Closure with a patch angioplasty
",B,
34.6,case_studies,cs,carotid disorders,"A 72-year-old white male was referred for evaluation and management fol-
lowing the finding of an asymptomatic carotid bruit, picked up on routine
physical examination by his primary-care physician. The patient was asymp-
tomatic with respect to ocular or hemispheric ischaemic events. His risk fac-
tors included a 30-year history of smoking one pack of cigarettes a day, which
he quit a year ago. He had hypertension that was controlled well by two drugs.
He had no history of coronary artery disease, diabetes mellitus, or symptoms
of peripheral vascular disease. On physical examination, his temporal pulses
were equal. His carotid pulses were full and equal, but there was a loud bruit
over the right carotid bifurcation. His femoral, popliteal, dorsalis paedis and
posterior tibial pulses were normally palpable bilaterally.

The patient underwent a bilateral carotid duplex scan. The scan demon-
strated a category 60-79% right carotid bulb stenosis. The plaque characteristic was
one of mixed consistency, a mildly irregular surface, and minimal calcification. The
left carotid bulb showed a category 20-59% stenosis. Both vertebral arteries were
imaged with normal antegrade flow velocities.


The patient was placed on aspirin antiplatelet therapy, begun on a statin,
counseled regarding the importance of good blood pressure control including the
use of a beta blocker or ACE inhibitor, and given an appointment for a return visit
in 6 months time for a repeat carotid duplex scan to see whether there was any evi-
dence of progression. The patient was also counseled regarding the importance of
calling the vascular service should he develop ocular or hemispheric transient isch-
aemic attacks within the 6-month interval before his return appointment.
The patient did quite well for the next 4 months; then one afternoon, he noted the
onset of an episode of numbness and weakness of his left hand. The hand was not
totally paralyzed, but it was clearly numb, weak and uncoordinated. This cleared
completely within a period of 10 min. The patient thought that this might have been
related to his arm position and chose to do nothing further until the next day, when
the same event occurred. At this point, he called his physician and was advised to
return immediately. An emergent carotid duplex scan was ordered. The scan now
showed progression to a category 80-99% stenosis with plaque once again of mixed
consistency.

The patient now had two clear indications for proceeding with carotid endarter-
ectomy: the onset of symptoms in the territory of the carotid lesion, and progression
of the lesion to an 80-99% stenosis. Two additional decisions also had to be consid-
ered: the timing of operation and whether brain imaging was indicated. In view of
the fact that the patient had an appropriate carotid artery lesion, and the symptoms
were typical for hemispheric transient ischaemic events in the distribution of the
carotid lesion, information gained from brain imaging such as computed tomogra-
phy (CT) or magnetic resonance imaging (MRI) would be of limited value.
Therefore, the cost/benefit ratio for brain imaging was clearly unfavorable. The
timing of carotid endarterectomy was urgent. The patient had a new onset of tran-
sient ischaemic attacks and evidence of plaque progression. Therefore, the patient
was now at highest risk of a hemispheric stroke. The optimum management for this
patient would be emergent admission to the hospital and rapid evaluation for opera-
tion, including the patient 's cardiac status. While this was taking place, it
would be appropriate to start the patient on intravenous heparin anticoagulation.
Once cleared from a cardiac standpoint, plans should be made to proceed with oper-
ation either that day or the next morning.

The patient was admitted as an emergency to the hospital and started on intrave-
nous heparin with a loading dose of 5000 units and a continuing dose of 1000 units/h.
He was seen in cardiology consultation, an electrocardiogram (ECG) was obtained
and a stress-echo study was performed. In the absence of any symptoms of coronary
disease, a relatively normal ECG, and a stress-echo study showing a 55% ejection
fraction, the patient was cleared for operation.

The patient was taken to the operating room the next morning. Before this, EEG
electrodes were placed for intraoperative monitoring. An arterial line was placed for
blood pressure monitoring, and general anaesthesia was administered. A vertical
incision along the anterior border of the sternomastoid muscle was made. The facial
vein was divided, and the common carotid, carotid bifurcation, internal and external
carotid arteries were fully mobilized. There was a posterior plaque present in the
common carotid artery, which was nonocclusive. The major plaque build-up was in
the bulb of the internal carotid artery, which went a short distance beyond the bulb
into the internal carotid artery distally. Beyond this point, the vessel was circumfer-
entially soft. The distal internal carotid artery was somewhat collapsed, and no dis-
tal pulse was noted. Since the patient had experienced only transient symptoms and
not a completed stroke, it was our plan to use an internal shunt only if there were
electroencephalogram (EEG) changes with trial clamping. A bolus of 5000 units of
heparin was administered, and the internal, external and common carotid arteries
were clamped. The EEG was observed: there were no changes. The amplitude and
frequency of the EEG wave form were maintained. A longitudinal arteriotomy was
made in the common carotid artery and extended through a very tight carotid steno-
sis. The plaque within the carotid bulb showed evidence of recent intraplaque haem-
orrhage. As we passed through the plaque, we emerged into an unencumbered
internal carotid artery distally. A bifurcation endarterectomy was then performed
with clean endpoints in the internal, external and common carotid arteries. The
intimectomised surface was then irrigated with heparinised saline, and small bits of
medial debris were removed carefully. The intimal endpoint was adherent to the
media. Once we were satisfied that there was no evidence of intimal flap and all of
the loose bits of medial debris were removed, attention was turned to closure.

The patient 's arteriotomy was closed with a patch angioplasty using a collagen-
impregnated knitted Dacron patch that was cut to length and beveled at each end.
Upon completion of the closure, blood flow was begun first to the external then to the
internal carotid artery. Excellent pulsation in all vessels was noted. We then carried
out a completion angiogram by placing a small needle in the patch and injecting con-
trast into the carotid bifurcation using a portable cine-fluoro unit. The carotid bifurca-
tion was imaged, and there was an excellent technical result with no evidence of
residual stenosis or intimal flap. Intracranial imaging was also carried out, and excel-
lent flow into the carotid siphon and the anterior and middle cerebral arteries was
confirmed. After meticulous haemostasis was achieved, a 7.0-mm Jackson Pratt drain
was placed in the wound and brought out through a separate stab wound. The platys-
mal layer was closed with an absorbable suture, and the skin was closed with a subcu-
ticular absorbable suture. An adhesive plastic dressing was applied directly to the
skin, and the patient was returned to the recovery room. The patient awoke at his
neurological baseline with no evidence of cerebral or cranial nerve deficit. His blood
pressure was monitored carefully and was noted to be stable at 150/80 mmHg.

After an appropriate stay in the recovery room, to where should the patient be
transferred?
A. An intensive care unit with continual monitoring overnight
B. A step-down unit with 3:1 nursing coverage and monitoring capability
C. The patient should be left in the recovery room overnight
D. A regular hospital room",D,
35.1,case_studies,cs,carotid disorders,"A 63-year old female was referred to our hospital because she had a mass on
the right side of the neck. The swelling had slowly progressed in a couple of
months. Besides problems with swallowing there were no other complaints.
Her previous medical history was unremarkable and she could not remember
any family members with similar lesions. Physical examination showed a
non-tender mass with a diameter of around 6 cm located just anterior of the
sternocleidomastoid muscle in the anterior triangle of the neck. The mass was
mobile in a back-forward direction but could not be moved in a cranial-caudal
direction. No signs of cranial nerve deficits were detected. An ultrasound
examination showed a highly vascularized structure in the bifurcation between
the internal and external carotid artery

What is the most likely diagnosis that caused the swelling in the neck?
A. Enlarged lymph mode
B. Paraganglioma
C. Aneurysm of the carotid artery
D. Goitre of the right thyroid lobe
E. Cystic neck lesion",B,
35.2,case_studies,cs,aortic disorders,"A 63-year old female was referred to our hospital because she had a mass on
the right side of the neck. The swelling had slowly progressed in a couple of
months. Besides problems with swallowing there were no other complaints.
Her previous medical history was unremarkable and she could not remember
any family members with similar lesions. Physical examination showed a
non-tender mass with a diameter of around 6 cm located just anterior of the
sternocleidomastoid muscle in the anterior triangle of the neck. The mass was
mobile in a back-forward direction but could not be moved in a cranial-caudal
direction. No signs of cranial nerve deficits were detected. An ultrasound
examination showed a highly vascularized structure in the bifurcation between
the internal and external carotid artery

Which of the following examinations are preferable to confirm the diagnosis? Select all that apply
A. Needle biopsy
B. Magnetic Resonance Imaging (MRI)
C. Contrast-enhanced angiography
D. Somatostatin receptor scintigraphy (SMS-scan)
E. Angiography","B, D",
35.3,case_studies,cs,carotid disorders,"A 63-year old female was referred to our hospital because she had a mass on
the right side of the neck. The swelling had slowly progressed in a couple of
months. Besides problems with swallowing there were no other complaints.
Her previous medical history was unremarkable and she could not remember
any family members with similar lesions. Physical examination showed a
non-tender mass with a diameter of around 6 cm located just anterior of the
sternocleidomastoid muscle in the anterior triangle of the neck. The mass was
mobile in a back-forward direction but could not be moved in a cranial-caudal
direction. No signs of cranial nerve deficits were detected. An ultrasound
examination showed a highly vascularized structure in the bifurcation between
the internal and external carotid artery

The diagnosis of carotid body tumor was confirmed by MRI and
SMS-scan. The lesion in the neck was measured 5.3 by 4.4 by 4.1 cm.
The scans also revealed a similar vascularized mass near the aortic arch and one in
the tympanic space of the middle ear. Because of the size of the tumor and the dif-
ficulty with swallowing, we decided to treat the patient.

What are the possible complications due to the surgical excision of such a large
mass in this area?
A. Horner 's syndrome
B. Vocal cord paralysis
C. Paresis of the mandibular branch of the trigeminal nerve
D. Ipsilateral tongue paresis
E. All of the above",E,
35.4,case_studies,gk,carotid disorders,"Which of the following statements is correct?
A. A Shamblin I tumor can always be removed without cranial nerve damage
B. A Shamblin III tumor can never be removed without cranial nerve damage
C. When the carotid body tumor is growing, encasement of the carotid arteries takes place
D. When a Shamblin III tumor is removed, the carotid bifurcation needs to be replaced
E. The chances of cranial nerve damage is not dependent of the size of the carotid body tumor",C,
